# Program:featureCounts v2.0.6; Command:"featureCounts" "--extraAttributes" "Name" "-t" "gene" "-g" "ID" "-F" "GTF" "-T" "16" "-a" "reference.gff" "-o" "countsSRR10379724.txt" "SRR10379724_trimmed.bam" 
Geneid	Chr	Start	End	Strand	Length	Name	SRR10379724_trimmed.bam
gene-SAOUHSC_01572	CP000253.1	1502987	1503352	+	366	SAOUHSC_01572	0
gene-SAOUHSC_01573	CP000253.1	1503321	1503566	-	246	SAOUHSC_01573	0
gene-SAOUHSC_01574	CP000253.1	1503582	1503845	-	264	SAOUHSC_01574	0
gene-SAOUHSC_A01514	CP000253.1	1503842	1504015	-	174	SAOUHSC_A01514	0
gene-SAOUHSC_01575	CP000253.1	1503978	1504691	+	714	SAOUHSC_01575	0
gene-SAOUHSC_01576	CP000253.1	1504707	1505639	+	933	SAOUHSC_01576	0
gene-SAOUHSC_01577	CP000253.1	1505645	1505986	+	342	SAOUHSC_01577	0
gene-SAOUHSC_01578	CP000253.1	1506145	1506372	+	228	SAOUHSC_01578	0
gene-SAOUHSC_01579	CP000253.1	1506409	1506555	+	147	SAOUHSC_01579	0
gene-SAOUHSC_01580	CP000253.1	1506552	1507166	-	615	SAOUHSC_01580	0
gene-SAOUHSC_01582	CP000253.1	1507292	1508497	+	1206	SAOUHSC_01582	0
gene-SAOUHSC_01583	CP000253.1	1508540	1510567	-	2028	SAOUHSC_01583	1887
gene-SAOUHSC_01584	CP000253.1	1510560	1511429	-	870	SAOUHSC_01584	678
gene-SAOUHSC_01585	CP000253.1	1511734	1513485	-	1752	SAOUHSC_01585	8688
gene-SAOUHSC_01586	CP000253.1	1513466	1514191	-	726	SAOUHSC_01586	6960
gene-SAOUHSC_01587	CP000253.1	1514324	1515061	-	738	SAOUHSC_01587	2932
gene-SAOUHSC_01588	CP000253.1	1515054	1515596	-	543	SAOUHSC_01588	1022
gene-SAOUHSC_01589	CP000253.1	1515589	1516320	-	732	SAOUHSC_01589	2766
gene-SAOUHSC_01590	CP000253.1	1516412	1516918	+	507	SAOUHSC_01590	547
gene-SAOUHSC_01591	CP000253.1	1516996	1517883	-	888	SAOUHSC_01591	2884
gene-SAOUHSC_01592	CP000253.1	1517932	1518381	-	450	SAOUHSC_01592	3576
gene-SAOUHSC_01593	CP000253.1	1518486	1519028	-	543	SAOUHSC_01593	747
gene-SAOUHSC_01594	CP000253.1	1519110	1520018	+	909	SAOUHSC_01594	4138
gene-SAOUHSC_01595	CP000253.1	1520234	1520482	-	249	SAOUHSC_01595	343
gene-SAOUHSC_01596	CP000253.1	1520498	1521253	-	756	SAOUHSC_01596	1354
gene-SAOUHSC_01597	CP000253.1	1521425	1522210	+	786	SAOUHSC_01597	3897
gene-SAOUHSC_01598	CP000253.1	1522315	1523235	-	921	SAOUHSC_01598	2719
gene-SAOUHSC_01599	CP000253.1	1523548	1525032	+	1485	SAOUHSC_01599	35504
gene-SAOUHSC_01600	CP000253.1	1525235	1526128	+	894	SAOUHSC_01600	11029
gene-SAOUHSC_01601	CP000253.1	1526211	1527860	-	1650	SAOUHSC_01601	1238
gene-SAOUHSC_01602	CP000253.1	1527876	1528895	-	1020	SAOUHSC_01602	573
gene-SAOUHSC_01603	CP000253.1	1528896	1529150	-	255	SAOUHSC_01603	4
gene-SAOUHSC_01604	CP000253.1	1529089	1529460	-	372	SAOUHSC_01604	6125
gene-SAOUHSC_01605	CP000253.1	1529679	1531085	-	1407	SAOUHSC_01605	26049
gene-SAOUHSC_01606	CP000253.1	1531153	1532286	-	1134	SAOUHSC_01606	3278
gene-SAOUHSC_01607	CP000253.1	1532549	1532728	+	180	SAOUHSC_01607	101
gene-SAOUHSC_01608	CP000253.1	1532809	1532901	+	93	SAOUHSC_01608	6
gene-SAOUHSC_01609	CP000253.1	1532855	1533835	-	981	SAOUHSC_01609	2674
gene-SAOUHSC_01610	CP000253.1	1533849	1534286	-	438	SAOUHSC_01610	1596
gene-SAOUHSC_01611	CP000253.1	1534637	1535911	-	1275	SAOUHSC_01611	8813
gene-SAOUHSC_01612	CP000253.1	1535924	1536907	-	984	SAOUHSC_01612	5454
gene-SAOUHSC_01613	CP000253.1	1536907	1537899	-	993	SAOUHSC_01613	5100
gene-SAOUHSC_01614	CP000253.1	1537915	1539336	-	1422	SAOUHSC_01614	4701
gene-SAOUHSC_01615	CP000253.1	1539487	1541166	-	1680	SAOUHSC_01615	4804
gene-SAOUHSC_01617	CP000253.1	1541182	1541634	-	453	SAOUHSC_01617	1399
gene-SAOUHSC_01618	CP000253.1	1542066	1542947	-	882	SAOUHSC_01618	4948
gene-SAOUHSC_01619	CP000253.1	1542925	1543155	-	231	SAOUHSC_01619	960
gene-SAOUHSC_01620	CP000253.1	1543148	1544485	-	1338	SAOUHSC_01620	8070
gene-SAOUHSC_01621	CP000253.1	1544502	1544891	-	390	SAOUHSC_01621	5098
gene-SAOUHSC_01622	CP000253.1	1544951	1545313	-	363	SAOUHSC_01622	3323
gene-SAOUHSC_01623	CP000253.1	1545328	1546683	-	1356	SAOUHSC_01623	9155
gene-SAOUHSC_01624	CP000253.1	1546683	1547147	-	465	SAOUHSC_01624	3817
gene-SAOUHSC_01625	CP000253.1	1547621	1548178	-	558	SAOUHSC_01625	16497
gene-SAOUHSC_01626	CP000253.1	1548204	1549265	-	1062	SAOUHSC_01626	5791
gene-SAOUHSC_01627	CP000253.1	1549370	1549951	+	582	SAOUHSC_01627	2881
gene-SAOUHSC_01628	CP000253.1	1549965	1550183	+	219	SAOUHSC_01628	694
gene-SAOUHSC_01629	CP000253.1	1550247	1551077	-	831	SAOUHSC_01629	3841
gene-SAOUHSC_01630	CP000253.1	1551235	1551621	+	387	SAOUHSC_01630	4125
gene-SAOUHSC_01632	CP000253.1	1551986	1553458	-	1473	SAOUHSC_01632	6396
gene-SAOUHSC_01633	CP000253.1	1553451	1554797	-	1347	SAOUHSC_01633	4495
gene-SAOUHSC_01634	CP000253.1	1554817	1555908	-	1092	SAOUHSC_01634	2339
gene-SAOUHSC_01635	CP000253.1	1556067	1556591	-	525	SAOUHSC_01635	3288
gene-SAOUHSC_01636	CP000253.1	1556581	1556727	-	147	SAOUHSC_01636	2
gene-SAOUHSC_01637	CP000253.1	1556824	1557198	-	375	SAOUHSC_01637	51
gene-SAOUHSC_01638	CP000253.1	1557239	1557559	-	321	SAOUHSC_01638	72
gene-SAOUHSC_01639	CP000253.1	1557525	1557971	-	447	SAOUHSC_01639	38
gene-SAOUHSC_01640	CP000253.1	1557949	1558260	-	312	SAOUHSC_01640	35
gene-SAOUHSC_01641	CP000253.1	1558274	1559194	-	921	SAOUHSC_01641	112
gene-SAOUHSC_01643	CP000253.1	1559316	1560290	-	975	SAOUHSC_01643	246
gene-SAOUHSC_01644	CP000253.1	1560342	1560965	-	624	SAOUHSC_01644	6359
gene-SAOUHSC_01645	CP000253.1	1560962	1561291	-	330	SAOUHSC_01645	2211
gene-SAOUHSC_01646	CP000253.1	1561291	1562277	-	987	SAOUHSC_01646	5370
gene-SAOUHSC_01647	CP000253.1	1562274	1562477	-	204	SAOUHSC_01647	461
gene-SAOUHSC_01648	CP000253.1	1562458	1562910	-	453	SAOUHSC_01648	1904
gene-SAOUHSC_01649	CP000253.1	1562911	1563921	-	1011	SAOUHSC_01649	2589
gene-SAOUHSC_01650	CP000253.1	1563933	1564472	-	540	SAOUHSC_01650	1549
gene-SAOUHSC_01651	CP000253.1	1564681	1564830	-	150	SAOUHSC_01651	6806
gene-SAOUHSC_01652	CP000253.1	1564943	1567018	-	2076	SAOUHSC_01652	10090
gene-SAOUHSC_01653	CP000253.1	1567139	1567738	-	600	SAOUHSC_01653	48974
gene-SAOUHSC_01655	CP000253.1	1568014	1568424	-	411	SAOUHSC_01655	653
gene-SAOUHSC_01656	CP000253.1	1568411	1569274	-	864	SAOUHSC_01656	1529
gene-SAOUHSC_01657	CP000253.1	1569316	1570101	-	786	SAOUHSC_01657	1494
gene-SAOUHSC_01658	CP000253.1	1570227	1571117	-	891	SAOUHSC_01658	7804
gene-SAOUHSC_01659	CP000253.1	1571127	1572473	-	1347	SAOUHSC_01659	8419
gene-SAOUHSC_01660	CP000253.1	1572587	1573687	-	1101	SAOUHSC_01660	6527
gene-SAOUHSC_01661	CP000253.1	1573690	1574367	-	678	SAOUHSC_01661	3379
gene-SAOUHSC_01662	CP000253.1	1574498	1575604	-	1107	SAOUHSC_01662	21010
gene-SAOUHSC_01663	CP000253.1	1575828	1577627	-	1800	SAOUHSC_01663	12501
gene-SAOUHSC_01664	CP000253.1	1577688	1578506	-	819	SAOUHSC_01664	2622
gene-SAOUHSC_01665	CP000253.1	1578517	1579056	-	540	SAOUHSC_01665	1463
gene-SAOUHSC_01666	CP000253.1	1579475	1580866	+	1392	SAOUHSC_01666	69333
gene-SAOUHSC_01667	CP000253.1	1581016	1581762	-	747	SAOUHSC_01667	2876
gene-SAOUHSC_01668	CP000253.1	1581790	1582464	-	675	SAOUHSC_01668	2884
gene-SAOUHSC_01669	CP000253.1	1582589	1582765	+	177	SAOUHSC_01669	276
gene-SAOUHSC_01670	CP000253.1	1582690	1583094	-	405	SAOUHSC_01670	1024
gene-SAOUHSC_01671	CP000253.1	1583105	1583449	-	345	SAOUHSC_01671	823
gene-SAOUHSC_01672	CP000253.1	1583452	1583919	-	468	SAOUHSC_01672	1949
gene-SAOUHSC_01673	CP000253.1	1583920	1584867	-	948	SAOUHSC_01673	4359
gene-SAOUHSC_01675	CP000253.1	1585171	1585869	-	699	SAOUHSC_01675	26871
gene-SAOUHSC_01676	CP000253.1	1585886	1586875	-	990	SAOUHSC_01676	27616
gene-SAOUHSC_01677	CP000253.1	1586893	1587576	-	684	SAOUHSC_01677	16422
gene-SAOUHSC_01678	CP000253.1	1587820	1587996	-	177	SAOUHSC_01678	36933
gene-SAOUHSC_01679	CP000253.1	1588289	1589635	-	1347	SAOUHSC_01679	10651
gene-SAOUHSC_01680	CP000253.1	1589642	1590394	-	753	SAOUHSC_01680	2494
gene-SAOUHSC_01681	CP000253.1	1590396	1591334	-	939	SAOUHSC_01681	9824
gene-SAOUHSC_01682	CP000253.1	1591338	1592477	-	1140	SAOUHSC_01682	8638
gene-SAOUHSC_01683	CP000253.1	1592613	1594445	-	1833	SAOUHSC_01683	103493
gene-SAOUHSC_01684	CP000253.1	1594514	1595140	-	627	SAOUHSC_01684	28147
gene-SAOUHSC_01685	CP000253.1	1595172	1596149	-	978	SAOUHSC_01685	24688
gene-SAOUHSC_01686	CP000253.1	1596250	1597374	-	1125	SAOUHSC_01686	874
gene-SAOUHSC_01687	CP000253.1	1597626	1597754	-	129	SAOUHSC_01687	381
gene-SAOUHSC_01688	CP000253.1	1597937	1599760	-	1824	SAOUHSC_01688	11311
gene-SAOUHSC_01689	CP000253.1	1600106	1600357	+	252	SAOUHSC_01689	9958
gene-SAOUHSC_01690	CP000253.1	1600402	1601376	-	975	SAOUHSC_01690	1310
gene-SAOUHSC_01691	CP000253.1	1601433	1603580	-	2148	SAOUHSC_01691	1652
gene-SAOUHSC_01692	CP000253.1	1603639	1604070	-	432	SAOUHSC_01692	3467
gene-SAOUHSC_01693	CP000253.1	1604192	1604878	-	687	SAOUHSC_01693	811
gene-SAOUHSC_01694	CP000253.1	1604918	1605634	-	717	SAOUHSC_01694	5838
gene-SAOUHSC_01695	CP000253.1	1605637	1605990	-	354	SAOUHSC_01695	3655
gene-SAOUHSC_01696	CP000253.1	1605991	1606575	-	585	SAOUHSC_01696	4593
gene-SAOUHSC_01697	CP000253.1	1606565	1607134	-	570	SAOUHSC_01697	2511
gene-SAOUHSC_01698	CP000253.1	1607137	1607427	-	291	SAOUHSC_01698	657
gene-SAOUHSC_01699	CP000253.1	1607431	1608237	-	807	SAOUHSC_01699	1921
gene-SAOUHSC_01700	CP000253.1	1608251	1609351	-	1101	SAOUHSC_01700	3643
gene-SAOUHSC_01701	CP000253.1	1609352	1609879	-	528	SAOUHSC_01701	1818
gene-SAOUHSC_01702	CP000253.1	1609899	1610585	-	687	SAOUHSC_01702	1914
gene-SAOUHSC_01703	CP000253.1	1610631	1610792	-	162	SAOUHSC_01703	3
gene-SAOUHSC_01704	CP000253.1	1610899	1611168	+	270	SAOUHSC_01704	131
gene-SAOUHSC_01705	CP000253.1	1611370	1612074	-	705	SAOUHSC_01705	193
gene-SAOUHSC_01706	CP000253.1	1612536	1613756	-	1221	SAOUHSC_01706	1536
gene-SAOUHSC_01707	CP000253.1	1614045	1615274	-	1230	SAOUHSC_01707	1486
gene-SAOUHSC_01708	CP000253.1	1615287	1616039	-	753	SAOUHSC_01708	819
gene-SAOUHSC_01709	CP000253.1	1616039	1617400	-	1362	SAOUHSC_01709	1659
gene-SAOUHSC_01710	CP000253.1	1617414	1617863	-	450	SAOUHSC_01710	413
gene-SAOUHSC_01711	CP000253.1	1617865	1618779	-	915	SAOUHSC_01711	1276
gene-SAOUHSC_01712	CP000253.1	1618865	1619566	-	702	SAOUHSC_01712	1158
gene-SAOUHSC_01714	CP000253.1	1619925	1620401	-	477	SAOUHSC_01714	8725
gene-SAOUHSC_01715	CP000253.1	1620429	1621052	-	624	SAOUHSC_01715	6119
gene-SAOUHSC_01716	CP000253.1	1621052	1622320	-	1269	SAOUHSC_01716	6625
gene-SAOUHSC_01717	CP000253.1	1622332	1623255	-	924	SAOUHSC_01717	2746
gene-SAOUHSC_01718	CP000253.1	1623258	1623896	-	639	SAOUHSC_01718	928
gene-SAOUHSC_01719	CP000253.1	1624181	1624489	-	309	SAOUHSC_01719	9035
gene-SAOUHSC_01720	CP000253.1	1624504	1624932	-	429	SAOUHSC_01720	10106
gene-SAOUHSC_01721	CP000253.1	1624936	1625196	-	261	SAOUHSC_01721	8400
gene-SAOUHSC_01722	CP000253.1	1625259	1627889	-	2631	SAOUHSC_01722	12192
gene-SAOUHSC_01723	CP000253.1	1628232	1630709	-	2478	SAOUHSC_01723	2781
gene-SAOUHSC_01724	CP000253.1	1630711	1631379	-	669	SAOUHSC_01724	530
gene-SAOUHSC_01725	CP000253.1	1631841	1632614	-	774	SAOUHSC_01725	6411
gene-SAOUHSC_01726	CP000253.1	1632623	1632925	-	303	SAOUHSC_01726	1765
gene-SAOUHSC_01727	CP000253.1	1632959	1634101	-	1143	SAOUHSC_01727	8933
gene-SAOUHSC_01728	CP000253.1	1634413	1635426	+	1014	SAOUHSC_01728	1851
gene-SAOUHSC_01729	CP000253.1	1635663	1635809	-	147	SAOUHSC_01729	45254
gene-SAOUHSC_01730	CP000253.1	1635849	1636031	-	183	SAOUHSC_01730	23317
gene-SAOUHSC_01732	CP000253.1	1636204	1636554	-	351	SAOUHSC_01732	4317
gene-SAOUHSC_01733	CP000253.1	1636551	1636727	-	177	SAOUHSC_01733	54
gene-SAOUHSC_01734	CP000253.1	1636666	1637913	+	1248	SAOUHSC_01734	8828
gene-SAOUHSC_01735	CP000253.1	1638074	1638847	-	774	SAOUHSC_01735	5500
gene-SAOUHSC_01736	CP000253.1	1638847	1638975	-	129	SAOUHSC_01736	173
gene-SAOUHSC_01737	CP000253.1	1639308	1641074	-	1767	SAOUHSC_01737	5522
gene-SAOUHSC_01738	CP000253.1	1641090	1642352	-	1263	SAOUHSC_01738	1512
gene-SAOUHSC_01739	CP000253.1	1642813	1643688	-	876	SAOUHSC_01739	6794
gene-SAOUHSC_01741	CP000253.1	1643685	1644137	-	453	SAOUHSC_01741	3970
gene-SAOUHSC_01742	CP000253.1	1644149	1646338	-	2190	SAOUHSC_01742	19347
gene-SAOUHSC_01743	CP000253.1	1646766	1647284	-	519	SAOUHSC_01743	3052
gene-SAOUHSC_01744	CP000253.1	1647306	1649579	-	2274	SAOUHSC_01744	4241
gene-SAOUHSC_01746	CP000253.1	1649782	1652001	-	2220	SAOUHSC_01746	15158
gene-SAOUHSC_01747	CP000253.1	1652336	1652596	-	261	SAOUHSC_01747	5541
gene-SAOUHSC_01748	CP000253.1	1652615	1653754	-	1140	SAOUHSC_01748	5886
gene-SAOUHSC_01749	CP000253.1	1653777	1654802	-	1026	SAOUHSC_01749	3693
gene-SAOUHSC_01750	CP000253.1	1654804	1655808	-	1005	SAOUHSC_01750	4991
gene-SAOUHSC_01751	CP000253.1	1655840	1656442	-	603	SAOUHSC_01751	3337
gene-SAOUHSC_01752	CP000253.1	1656456	1656911	-	456	SAOUHSC_01752	2813
gene-SAOUHSC_01753	CP000253.1	1656924	1658216	-	1293	SAOUHSC_01753	10587
gene-SAOUHSC_01755	CP000253.1	1658571	1658855	-	285	SAOUHSC_01755	26732
gene-SAOUHSC_01756	CP000253.1	1658867	1659187	-	321	SAOUHSC_01756	14397
gene-SAOUHSC_01757	CP000253.1	1659193	1659501	-	309	SAOUHSC_01757	37682
gene-SAOUHSC_01758	CP000253.1	1659668	1660198	-	531	SAOUHSC_01758	1592
gene-SAOUHSC_01759	CP000253.1	1660198	1661040	-	843	SAOUHSC_01759	4509
gene-SAOUHSC_01760	CP000253.1	1661240	1661359	-	120	SAOUHSC_01760	2678
gene-SAOUHSC_01761	CP000253.1	1661433	1661906	-	474	SAOUHSC_01761	4999
gene-SAOUHSC_01762	CP000253.1	1662380	1662664	-	285	SAOUHSC_01762	1656
gene-SAOUHSC_01763	CP000253.1	1662732	1663388	-	657	SAOUHSC_01763	346
gene-SAOUHSC_01764	CP000253.1	1663415	1664122	-	708	SAOUHSC_01764	247
gene-SAOUHSC_01765	CP000253.1	1664224	1664334	+	111	SAOUHSC_01765	45
gene-SAOUHSC_01766	CP000253.1	1664392	1665663	-	1272	SAOUHSC_01766	39288
gene-SAOUHSC_01767	CP000253.1	1665676	1668306	-	2631	SAOUHSC_01767	50282
gene-SAOUHSC_01768	CP000253.1	1668709	1669269	+	561	SAOUHSC_01768	4099
gene-SAOUHSC_01769	CP000253.1	1669492	1670565	-	1074	SAOUHSC_01769	9823
gene-SAOUHSC_01770	CP000253.1	1670599	1670700	-	102	SAOUHSC_01770	721
gene-SAOUHSC_01771	CP000253.1	1670761	1672047	-	1287	SAOUHSC_01771	8393
gene-SAOUHSC_01772	CP000253.1	1672095	1673069	-	975	SAOUHSC_01772	3221
gene-SAOUHSC_01773	CP000253.1	1673072	1673740	-	669	SAOUHSC_01773	1229
gene-SAOUHSC_01774	CP000253.1	1673762	1674688	-	927	SAOUHSC_01774	5328
gene-SAOUHSC_01775	CP000253.1	1674730	1675545	-	816	SAOUHSC_01775	4199
gene-SAOUHSC_01776	CP000253.1	1675567	1676913	-	1347	SAOUHSC_01776	51929
gene-SAOUHSC_01777	CP000253.1	1677130	1677720	-	591	SAOUHSC_01777	1366
gene-SAOUHSC_01778	CP000253.1	1677874	1679136	-	1263	SAOUHSC_01778	22531
gene-SAOUHSC_01779	CP000253.1	1679287	1680588	-	1302	SAOUHSC_01779	26082
gene-SAOUHSC_01780	CP000253.1	1680636	1680746	-	111	SAOUHSC_01780	52
gene-SAOUHSC_01781	CP000253.1	1680751	1681680	-	930	SAOUHSC_01781	2860
gene-SAOUHSC_01782	CP000253.1	1681699	1682307	-	609	SAOUHSC_01782	1779
gene-SAOUHSC_01783	CP000253.1	1682384	1682485	+	102	SAOUHSC_01783	5
gene-SAOUHSC_01784	CP000253.1	1682449	1682805	-	357	SAOUHSC_01784	8708
gene-SAOUHSC_01785	CP000253.1	1682852	1683052	-	201	SAOUHSC_01785	7698
gene-SAOUHSC_01786	CP000253.1	1683081	1683608	-	528	SAOUHSC_01786	13373
gene-SAOUHSC_01787	CP000253.1	1683837	1685330	-	1494	SAOUHSC_01787	29135
gene-SAOUHSC_01788	CP000253.1	1685756	1687693	-	1938	SAOUHSC_01788	26188
gene-SAOUHSC_01789	CP000253.1	1687891	1688013	-	123	SAOUHSC_01789	17140
gene-SAOUHSC_01791	CP000253.1	1688106	1689026	-	921	SAOUHSC_01791	9865
gene-SAOUHSC_01792	CP000253.1	1689026	1690426	-	1401	SAOUHSC_01792	11877
gene-SAOUHSC_01793	CP000253.1	1690427	1690897	-	471	SAOUHSC_01793	5499
gene-SAOUHSC_01794	CP000253.1	1691107	1692132	-	1026	SAOUHSC_01794	18737
gene-SAOUHSC_01795	CP000253.1	1692302	1692925	-	624	SAOUHSC_01795	3950
gene-SAOUHSC_01796	CP000253.1	1692941	1693813	-	873	SAOUHSC_01796	4089
gene-SAOUHSC_01797	CP000253.1	1693829	1696459	-	2631	SAOUHSC_01797	11005
gene-SAOUHSC_01798	CP000253.1	1696753	1698240	-	1488	SAOUHSC_01798	1176
gene-SAOUHSC_01799	CP000253.1	1698739	1700400	-	1662	SAOUHSC_01799	3684
gene-SAOUHSC_01800	CP000253.1	1700400	1701104	-	705	SAOUHSC_01800	2392
gene-SAOUHSC_A01723	CP000253.1	1701056	1701274	+	219	SAOUHSC_A01723	11
gene-SAOUHSC_01801	CP000253.1	1701494	1702762	-	1269	SAOUHSC_01801	5892
gene-SAOUHSC_01802	CP000253.1	1702811	1703668	-	858	SAOUHSC_01802	3072
gene-SAOUHSC_01803	CP000253.1	1704280	1705641	+	1362	SAOUHSC_01803	26849
gene-SAOUHSC_01804	CP000253.1	1705674	1706480	-	807	SAOUHSC_01804	181
gene-SAOUHSC_01805	CP000253.1	1706498	1707325	-	828	SAOUHSC_01805	106
gene-SAOUHSC_01806	CP000253.1	1707966	1709723	-	1758	SAOUHSC_01806	36303
gene-SAOUHSC_01807	CP000253.1	1709745	1710668	-	924	SAOUHSC_01807	8825
gene-SAOUHSC_01808	CP000253.1	1710982	1711926	-	945	SAOUHSC_01808	6352
gene-SAOUHSC_01809	CP000253.1	1711926	1712783	-	858	SAOUHSC_01809	4891
gene-SAOUHSC_01810	CP000253.1	1712978	1714207	-	1230	SAOUHSC_01810	4205
gene-SAOUHSC_01811	CP000253.1	1714657	1717854	-	3198	SAOUHSC_01811	16969
gene-SAOUHSC_01812	CP000253.1	1717875	1718816	-	942	SAOUHSC_01812	3958
gene-SAOUHSC_01813	CP000253.1	1719077	1720375	-	1299	SAOUHSC_01813	5617
gene-SAOUHSC_01814	CP000253.1	1720580	1720993	+	414	SAOUHSC_01814	8772
gene-SAOUHSC_01815	CP000253.1	1721298	1721987	-	690	SAOUHSC_01815	12111
gene-SAOUHSC_01816	CP000253.1	1722162	1723217	+	1056	SAOUHSC_01816	4310
gene-SAOUHSC_01817	CP000253.1	1723311	1723409	-	99	SAOUHSC_01817	633
gene-SAOUHSC_01818	CP000253.1	1723533	1724651	-	1119	SAOUHSC_01818	11549
gene-SAOUHSC_01819	CP000253.1	1724792	1725292	+	501	SAOUHSC_01819	47786
gene-SAOUHSC_01820	CP000253.1	1725538	1726740	-	1203	SAOUHSC_01820	8165
gene-SAOUHSC_01821	CP000253.1	1726828	1727775	-	948	SAOUHSC_01821	2665
gene-SAOUHSC_01822	CP000253.1	1727898	1728392	-	495	SAOUHSC_01822	9007
gene-SAOUHSC_01823	CP000253.1	1728490	1729260	-	771	SAOUHSC_01823	1046
gene-SAOUHSC_01824	CP000253.1	1729304	1730527	-	1224	SAOUHSC_01824	1704
gene-SAOUHSC_01825	CP000253.1	1730527	1731675	-	1149	SAOUHSC_01825	1339
gene-SAOUHSC_01826	CP000253.1	1731824	1731964	+	141	SAOUHSC_01826	200
gene-SAOUHSC_01827	CP000253.1	1732038	1733732	-	1695	SAOUHSC_01827	25040
gene-SAOUHSC_01828	CP000253.1	1733869	1734333	+	465	SAOUHSC_01828	1855
gene-SAOUHSC_01829	CP000253.1	1734577	1735179	+	603	SAOUHSC_01829	37922
gene-SAOUHSC_A01754	CP000253.1	1735252	1735506	+	255	SAOUHSC_A01754	78
gene-SAOUHSC_01830	CP000253.1	1735395	1736138	-	744	SAOUHSC_01830	678
gene-SAOUHSC_01831	CP000253.1	1736218	1736664	+	447	SAOUHSC_01831	1671
gene-SAOUHSC_01832	CP000253.1	1736778	1737938	+	1161	SAOUHSC_01832	17164
gene-SAOUHSC_01833	CP000253.1	1737925	1739529	+	1605	SAOUHSC_01833	16366
gene-SAOUHSC_01834	CP000253.1	1739623	1739718	+	96	SAOUHSC_01834	195
gene-SAOUHSC_01835	CP000253.1	1739679	1740809	-	1131	SAOUHSC_01835	6766
gene-SAOUHSC_01836	CP000253.1	1740916	1742382	-	1467	SAOUHSC_01836	4664
gene-SAOUHSC_01837	CP000253.1	1742510	1743127	-	618	SAOUHSC_01837	2508
gene-SAOUHSC_01838	CP000253.1	1743299	1744573	+	1275	SAOUHSC_01838	7535
gene-SAOUHSC_01839	CP000253.1	1744667	1745929	-	1263	SAOUHSC_01839	1460
gene-SAOUHSC_01840	CP000253.1	1746311	1747216	+	906	SAOUHSC_01840	775
gene-SAOUHSC_01841	CP000253.1	1747196	1747288	-	93	SAOUHSC_01841	0
gene-SAOUHSC_01843	CP000253.1	1747419	1750106	-	2688	SAOUHSC_01843	1072
gene-SAOUHSC_01844	CP000253.1	1750105	1750194	+	90	SAOUHSC_01844	3
gene-SAOUHSC_01845	CP000253.1	1750440	1752107	-	1668	SAOUHSC_01845	15401
gene-SAOUHSC_01846	CP000253.1	1752547	1754253	-	1707	SAOUHSC_01846	7859
gene-SAOUHSC_01847	CP000253.1	1754422	1755054	+	633	SAOUHSC_01847	3388
gene-SAOUHSC_01849	CP000253.1	1755079	1756248	+	1170	SAOUHSC_01849	4240
gene-SAOUHSC_01850	CP000253.1	1756346	1757335	-	990	SAOUHSC_01850	16245
gene-SAOUHSC_01851	CP000253.1	1757408	1757521	-	114	SAOUHSC_01851	3
gene-SAOUHSC_01852	CP000253.1	1757875	1758966	-	1092	SAOUHSC_01852	20973
gene-SAOUHSC_01853	CP000253.1	1759427	1759531	-	105	SAOUHSC_01853	21
gene-SAOUHSC_01854	CP000253.1	1759666	1761183	-	1518	SAOUHSC_01854	53900
gene-SAOUHSC_01855	CP000253.1	1761257	1761748	-	492	SAOUHSC_01855	51674
gene-SAOUHSC_01856	CP000253.1	1761822	1763135	-	1314	SAOUHSC_01856	12064
gene-SAOUHSC_01857	CP000253.1	1763159	1766983	-	3825	SAOUHSC_01857	26794
gene-SAOUHSC_01858	CP000253.1	1767004	1767600	-	597	SAOUHSC_01858	2190
gene-SAOUHSC_01859	CP000253.1	1767629	1768486	-	858	SAOUHSC_01859	2058
gene-SAOUHSC_01860	CP000253.1	1768586	1768897	-	312	SAOUHSC_01860	4582
gene-SAOUHSC_01861	CP000253.1	1768962	1770038	-	1077	SAOUHSC_01861	3270
gene-SAOUHSC_01863	CP000253.1	1770125	1770436	+	312	SAOUHSC_01863	4043
gene-SAOUHSC_01864	CP000253.1	1770561	1771403	-	843	SAOUHSC_01864	2367
gene-SAOUHSC_01865	CP000253.1	1771873	1772517	-	645	SAOUHSC_01865	11783
gene-SAOUHSC_01866	CP000253.1	1772532	1773257	-	726	SAOUHSC_01866	18138
gene-SAOUHSC_01867	CP000253.1	1773873	1774721	-	849	SAOUHSC_01867	4502
gene-SAOUHSC_01868	CP000253.1	1774725	1776134	-	1410	SAOUHSC_01868	9048
gene-SAOUHSC_01869	CP000253.1	1776998	1777420	-	423	SAOUHSC_01869	17993
gene-SAOUHSC_01870	CP000253.1	1777437	1778132	-	696	SAOUHSC_01870	4353
gene-SAOUHSC_01871	CP000253.1	1778129	1779790	-	1662	SAOUHSC_01871	6187
gene-SAOUHSC_01872	CP000253.1	1780197	1781465	+	1269	SAOUHSC_01872	2103
gene-SAOUHSC_01873	CP000253.1	1781582	1788142	-	6561	SAOUHSC_01873	2136
gene-SAOUHSC_01874	CP000253.1	1788485	1788796	-	312	SAOUHSC_01874	783
gene-SAOUHSC_01875	CP000253.1	1788818	1791235	-	2418	SAOUHSC_01875	6452
gene-SAOUHSC_01876	CP000253.1	1791523	1792704	-	1182	SAOUHSC_01876	2681
